EP-02-2022,Suministro de papel para fotocopiadoras y papel de seguridad para la Imprenta del Organismo Autónomo Boletín Oficial de la Comunidad de Madrid.,;Suministros;,Adjudicada,"1,313,280.00",,Organismo Autónomo Mercantil Boletín Oficial de la Comunidad de Madrid,19-11-2022
22/25,"Prestació del Servei de producció de continguts de Ràdio Granollers i del sistema de streaming de la Societat Roca Umbert, Fàbrica de les Arts, S.L., d'acord amb el plec de prescripcions tècniques particulars, que comportarà les següents prestacions:
	1. La producció de continguts per a ràdio, incloses les produccions per als informatius, magazins i totes les produccions de contingut esportiu.
	2. La producció de continguts i servei tècnic del sistema de streaming i el seu manteniment.",;Servicios;,Adjudicada,"126,479.06",16/10/2022,"Roca Umbert, Fàbrica de les Arts, SL",19-11-2022
22/24,"Prestació del Servei de Producció de Continguts i Coordinació del Mercat Audiovisual de Catalunya (MAC) de la Societat Roca Umbert, Fàbrica de les Arts, S.L., d'acord amb el plec de prescripcions tècniques particulars, que comportarà les següents prestacions:

1.	La coordinació general del MAC.
2.	La producció de Fira MAC.
3.	La producció de la comunicació del MAC. 
4.	La producció del disseny, la imatge i el catàleg del MAC.",;Servicios;,Adjudicada,"75,209.26",16/10/2022,"Roca Umbert, Fàbrica de les Arts, SL",19-11-2022
EC 2022 406,"Assistència tècnica, muntatge i desmuntatge dels actes del departament d'Economia i Hisenda fora de les instal·lacions del Districte Administratiu, així com l'adaptació segons les necessitats de cada acte. El servei inclou la realització de l'escenografia, la sonorització, la il·luminació i la retransmissió en streaming dels actes, així  com el subministrament del material i de la infraestructura necessària.",;Suministros;,Adjudicada,"40,000.00",03/10/2022,Departament d'Economia i Hisenda,19-11-2022
14969314,Subministrament d'equipament plataforma virtualització,;Suministros;,Adjudicada,"150,000.00",12/10/2022,"Ferrocarril Metropolità de Barcelona, SA",19-11-2022
22/23,"Prestació del Servei de Manteniment Tècnic de l'Arxiu Compact TV, de Ràdio Granollers i dels Sistemes de Streaming, Informàtics i les Xarxes de la Societat Roca Umbert, Fàbrica de les Arts, S.L., d'acord amb el plec de prescripcions tècniques particulars, que comportarà la següent prestació:
El Servei de Manteniment Tècnic del Sistema d'Arxiu Compact TV, de Ràdio Granollers  i dels Sistemes de Streaming, Informàtics i les Xarxes de Roca Umbert, Fàbrica de les Arts, S.L. s'ha de prestar de forma específica a l'edifici del Centre Audiovisual i, de forma general, en els serveis, equipaments i edificis de tot el recinte. 
El sistema d'arxiu Compact TV està integrat des de l'any 2009 en els sistemes de producció i arxiu de la ràdio municipal Ràdio Granollers, de manera que funcionen de manera integrada amb la redacció/continuïtat dels periodistes de ràdio, aquesta darrera a través del sistema de producció/continuïtat AEQ. El servei de manteniment del sistema Compact TV es presta a les instal·lacions del Centre Audiovisual. 
D'altra banda, el manteniment dels sistemes de Ràdio Granollers, de streaming, dels sistemes informàtics i les xarxes inclouen els equips de telefonia, les centraletes, l'equipament tècnic informàtic, maquinari, programari, dominis i correus electrònics i és el servei tècnic d'assistència que es presta en els diferents equipaments i espais de treball de la fàbrica, així com el servei tècnic a nivell d'usuari que es presta a l'Oficina Tècnica i Administrativa de Roca Umbert, situada al Centre Tecnològic i Universitari.",;Servicios;,Adjudicada,"126,000.00",16/10/2022,"Roca Umbert, Fàbrica de les Arts, SL",19-11-2022
X22015,Acuerdo marco para el suministro de camas y complementos para centros residenciales del Departamento de Políticas Sociales y los organismos autónomos Kabia y Uliazpi,;Suministros;,Evaluación,"3,216,185.12",07/10/2022,Consejo de Gobierno Foral,19-11-2022
205/2022,Suministro de Energía Eléctrica del Ayuntamiento de Sopela,;Suministros;,Resuelta,"537,190.08",27/10/2022,Alcaldía,19-11-2022
2022/191,"Subministrament d'un analitzador elemental amb capacitat per a fer l'anàlisi de NCHS/O i d'una microbalança per a fer la pesada amb la precisió i exactitud necessàries per a l'anàlisi elemental orgànica, amb ubicació a la Unitat de Cromatografia de Gasos-Espectrometria de Masses Aplicada (UCGEMA) dels Centres Científics i Tecnològics de la Universitat de Barcelona (CCiTUB).
L'equip haurà de disposar d'una estació de treball tipus PC, d'altres prestacions, des de la qual es puguin controlar i programar totes les seves funcions amb el programari corresponent.
L'objecte compren el transport, la informació i assessorament per a l'adequació del laboratori, la instal·lació complerta i la comprovació del funcionament correcte d'aquesta.
A més, també s'inclou un curs de formació per al personal que farà servir la instrumentació per a un aprenentatge bàsic en els aspectes següents:
- Ús dels equips;
- Manteniment, calibratge i verificació de l'equip, facilitant les especificacions dels components de l'equip durant la instal·lació i posada a punt.
S'inclouran els manuals d'ús dels diferents components dels equips, tant tècnics com de manteniment i de programari.",;Suministros;,Resuelta,"49,982.98",27/09/2022,Universitat de Barcelona,19-11-2022
P.A. 2022-0-30,"la adquisición de kit desechable para cirugía con láser femtosegundo, y cesión del equipo necesario para su uso",;Suministros;,Resuelta,"390,000.00",,Hospital Universitario La Paz,19-11-2022
P.A. 24/2022,Suministro de productos lácteos y varios para las dos cocinas del Hospital del Universitario La Paz,;Suministros;,Resuelta,"131,012.50",,Hospital Universitario La Paz,19-11-2022
P.A.S. 2022-5-20,Suministro de reactivos de diagnóstico por PCR a tiempo real para detección y cuantificación de la translocación BCR/ABL para el Hospital Universitario La Paz..,;Suministros;,Resuelta,"50,052.80",,Hospital Universitario La Paz,19-11-2022
CONTR 2022 0000499494,servicio restauración 11 cuadros del museo de cádiz,;Servicios;,Adjudicada,"353,389.54",10/10/2022,Delegación Territorial de Cultura y Patrimonio Histórico en Cádiz (En Transición),19-11-2022
CONTR 2022 0000682569,00221/ise/2022/hu servicio de apoyo y asistencia escolar para alumnado nee,;Servicios;,Evaluación,"118,500.00",13/10/2022,Agencia Pública Andaluza de Educación,19-11-2022
CONTR 2022 0000844351,00339/ise/2022/hu servicio de mee huelva,;Servicios;,Evaluación,"105,000.00",13/10/2022,Agencia Pública Andaluza de Educación,19-11-2022
CONTR 2022 0000682531,00219/ise/2022/hu servicio de apoyo y asistencia escolar para alumnado nee,;Servicios;,Evaluación,"118,500.00",13/10/2022,Agencia Pública Andaluza de Educación,19-11-2022
CONTR 2022 0000682516,00218/ise/2022/hu servicio de apoyo y asistencia escolar para alumnado nee,;Servicios;,Evaluación,"123,000.00",10/10/2022,Agencia Pública Andaluza de Educación,19-11-2022
CONTR 2022 0000682499,00217/ise/2022/hu servicio de apoyo y asistencia escolar para alumnado nee,;Servicios;,Evaluación,"117,000.00",10/10/2022,Agencia Pública Andaluza de Educación,19-11-2022
CONTR 2022 0000682434,00214/ise/2022/hu servicio de apoyo y asistencia escolar para alumnado nee,;Servicios;,Evaluación,"130,500.00",07/10/2022,Agencia Pública Andaluza de Educación,19-11-2022
CONTR 2022 0000682452,00215/ise/2022/hu servicio de apoyo y asistencia escolar para alumnado nee,;Servicios;,Evaluación,"105,000.00",13/10/2022,Agencia Pública Andaluza de Educación,19-11-2022
CONTR 2022 0000494888,sº transporte y montaje  obras exp temporal el renacimiento en sevilla,;Servicios;,Adjudicada,"88,371.78",28/09/2022,Consejería de Cultura y Patrimonio Histórico. Secretaría General Técnica (En Transición),19-11-2022
CONTR 2022 0000682326,00212/ise/2022/hu servicio de apoyo y asistencia escolar para alumnado nee,;Servicios;,Evaluación,"107,100.00",11/10/2022,Agencia Pública Andaluza de Educación,19-11-2022
14970521,Ampliació de switchs d'accés a la xarxa MPLS de TMB,;Suministros;,Adjudicada,"90,000.00",05/10/2022,"Ferrocarril Metropolità de Barcelona, SA",19-11-2022
2022/2693,la contractació de servei de neteja d'edificis i instal·lacions municipals.,;Servicios;,Evaluación,"260,000.00",18/11/2022,Ajuntament de Castelló d'Empúries,19-11-2022
B045-2022-00017,"Trabajos selvícolas de mantenimiento, desbroce de taludes en caminos y pistas forestales MUP Güeñes",;Obras;,Adjudicada,"14,960.00",17/10/2022,Junta de Gobierno,19-11-2022
SU/01/22,Suministro y entrega de ordenadores portátiles avanzados y ordenadores de sobremesa avanzados para tres centros dependientes del Departamento de Educación del Gobierno Vasco.,;Suministros;,Resuelta,"160,200.00",22/03/2022,Dirección de Régimen Jurídico y Servicios,19-11-2022
2022/081,“Proyecto de Reurbanización y mejora de accesibilidad en el Paseo del Doctor Marañon”,;Obras;,Evaluación,"311,415.17",05/10/2022,Junta de Gobierno Local,19-11-2022
23/2023-PS,Servicios de asistencia psiquiátrica a personas menores de 18 años afectadas de trastornos del espectro autista para el Área de Salud de Bizkaia,;Servicios;,Evaluación,"882,288.00",18/10/2022,Dirección Territorial de Bizkaia,19-11-2022
SPRILUR09/2022,"Obras de reurbanización y solución de afecciones de la Parcela 5C1 del Sector Industrial Pinoa, en el municipio de Zamudio",;Obras;,Evaluación,"274,454.33",14/10/2022,Consejo de Administración,19-11-2022
2022/02382,Suministro de detector digital wifi para Sala Rayos X Urgencias Generales del Hospital Alfredo Espinosa de Urduliz OSI Uribe,;Suministros;,Resuelta,"38,775.00",17/10/2022,Director Gerente,19-11-2022
2022JKIR0017,Obras del proyecto de mejora de los cierres y de la integridad de las pantallas acústicas de Elgoibar.,;Obras;,Evaluación,"198,293.72",21/10/2022,Director General,19-11-2022
6012200235,"Suministro de válvulas de aspiración – impulsión para los compresores de aire comprimido del Material Móvil de las series 2000, 5000, 6000, 7000 y 8000",;Suministros;,Evaluación,"134,000.00",,"Empresa Pública de Metro de Madrid, S.A.",19-11-2022
CONTR 2022 0000589663,Servicio de Mantenimiento Jardines D.T. Empleo Huelva,;Servicios;,Evaluación,"11,909.71",17/10/2022,"Delegación Territorial de Empleo, Formación, Trabajo Autónomo, Transformación Económica, Industria, Conocimiento y Universidad en Huelva (En Transición)",19-11-2022
CONTR 2022 0000517899,servicio de limpieza instituto de medicina legal en granada,;Servicios;,Adjudicada,"158,864.19",12/09/2022,"Delegación Territorial de Regeneración, Justicia y Administración Local en Granada (En Transición)",19-11-2022
CCA: C9S+E7C,"contr 2022 0000433230 suministro con instalación de equipamiento electromédico para la nueva sala de mamografía del hospital san juan de la cruz de úbeda, mediante procedimiento abierto. financiado con fondos react-eu al 100%.",;Suministros;,Adjudicada,"405,000.00",04/07/2022,Servicio Andaluz de Salud,19-11-2022
CONTR 2022 0000568105,servicio de transporte de material y muestras controles oficiales agrícolas,;Servicios;,Resuelta,"59,400.00",22/09/2022,Agencia de Gestión Agraria y Pesquera de Andalucí­a,19-11-2022
CONTR 2020 0000201945,Prev. y Gest. de Cat. de las Presas de Guadalhorce y Guadalteba (Málaga),;Obras;,Resuelta,"2,431,951.45",23/02/2021,"Consejería de Agricultura, Ganadería, Pesca y Desarrollo Sostenible. Dirección General de Infraestructuras del Agua (En Transición)",19-11-2022
151/2022/009,Execució de les obres de renovació i millora d'asfaltats a diferents carrers de Cerdanyola del Vallès.,;Obras;,Resuelta,"760,031.42",03/10/2022,Ajuntament de Cerdanyola del Vallès,19-11-2022
X2022000739,"El present plec té per objecte regular i establir el règim jurídic de la concessió administrativa d'ús privatiu del domini públic municipal per a la utilització i explotació de l'immoble situat a l'Avda. Estació, 23 de les Preses (edifici de l'antiga estació de tren del municipi).",;Patrimonial;,Evaluación,0.00,,Ajuntament de Les Preses,19-11-2022
2022/20 Serveis,Serveis de manteniment de parallamps en edificis municipals de l'Ajuntament de Montmeló,;Servicios;,Adjudicada,"1,440.00",30/09/2022,Ajuntament de Montmeló,19-11-2022
44/2022-D,"Sustitución de tres ascensores ubicados en los Palacios de Justicia de Getxo, Durango y Bergara.",;Obras;,Adjudicada,"158,608.07",21/09/2022,Dirección de Servicios,19-11-2022
DESMA/014/2022/O,Ejecución del itinerario de la infraestructura verde de Urdaibai en la conexión Mundaka Bermeo,;Obras;,Adjudicada,"1,907,951.53",17/10/2022,Dirección de Servicios,19-11-2022
52-7-9.01-0002/2022,Contratación de los servicios de diseño de la imagen y confección del manual de identidad corporativa del Centro Nacional de Tecnologías del Envase,;Servicios;,Adjudicada,"45,043.37",28/10/2022,Fundación Ciudad del Envase y el Embalaje,19-11-2022
ACC-2022-50,"La prestació del servei de creació de productes audiovisuals (espot, falca i peces per xarxes socials) per difondre entre la ciutadania, les empreses i els professionals que comercialitzen productes i serveis el foment de l'arbitratge de consum.",;Servicios;,Resuelta,"33,057.85",17/10/2022,Agència Catalana del Consum,19-11-2022
B089-2022-00003,Obra de rehabilitación energética de la Kultur Etxea,;Obras;,Resuelta,"602,924.19",11/07/2022,Alcalde,19-11-2022
AD2022/21,Servicios de redacción del Proyecto Constructivo y Dirección Facultativa de las obras de construcción del nuevo edificio de Fundación Donostia International Physics Center,;Servicios;,Evaluación,"795,500.00",17/10/2022,Director,19-11-2022
A/SUM-032888/2022,Suministro de Fluidoterapia (con gestión integral del servicio de logística del Lote 1) para el Hospital General Universitario Gregorio Marañón,;Suministros;,Publicada,"1,888,873.88",31/12/2125,Hospital General Universitario Gregorio Marañón,19-11-2022
OP. XMA-22504,"Execució de les obres RAM 2022, als Serveis Territorials al Baix Llobregat (IV): Escola Amat i Verdú (Sant Boi de Llobregat) i Institut Marianao (Sant Boi de Llobregat). Clau XMA-22504",;Obras;,Adjudicada,"409,781.07",10/10/2022,"Infraestructures de la Generalitat de Catalunya, SAU",19-11-2022
OP. XMV-22531,"Execució de les obres RAM 2022, als Serveis Territorials al Vallès Occidental (X): Institut Escola Sala i Badrinas (Terrassa) i Institut Torre del Palau (Terrassa). Clau XMV-22531",;Obras;,Adjudicada,"431,197.24",22/09/2022,"Infraestructures de la Generalitat de Catalunya, SAU",19-11-2022
CONTR 2022 0000543453,2022-543453 mejora seguridad vial a-311. la higuera y andújar (jaén),;Obras;,Evaluación,"13,763,773.84",10/10/2022,"Consejería de Fomento, Infraestructuras y Ordenación del Territorio. Secretaría General Técnica (En Transición)",19-11-2022
CCA +6.6KY-WF5,"obra de conexión de la red de saneamiento del hospital universitario dr. sagaz con la red de saneamiento municipal de jaén, mediante procedimiento abierto y presentación electronica de ofertas, financiado con fondos europeos - feder",;Obras;,Evaluación,"271,980.78",07/10/2022,Servicio Andaluz de Salud,19-11-2022
CONTR/2022/663062,TMG7156CSV0-50000018723 Servicios para el mantenimiento integral del material rodante y el taller del Metropolitano de Granada.,;Servicios;,Evaluación,"17,596,168.00",16/09/2022,Agencia de Obra Pública de la Junta de Andalucía (AOPJA),19-11-2022
34_2022-CNT,"Subministrament de vestuari i calçat laboral pels treballadors/es de l'Ajuntament de Calafell.
Lot 1	Vestuari i calçat laboral Ajuntament. 
Lot 2	Vestuari i calçat laboral Patrimoni Històric.",;Suministros;,Adjudicada,"47,380.06",11/10/2022,Ajuntament de Calafell,19-11-2022
22000566,"Gestió, dinamització i coordinació del Servei InfoJOVE del districte de Sant Martí, amb mesures de contractació pública sostenible",;Servicios;,Adjudicada,"329,804.69",27/09/2022,Ajuntament de Barcelona,19-11-2022
2022/02506,Suministro de un Ecógrafo para el Servicio de Endoscopia de la OSI Ezkerraldea Enkarterri Cruces,;Suministros;,Evaluación,"47,000.00",28/10/2022,Director Gerente,19-11-2022
PA-03-2022,"Servicio de recepción y atención telefónica a prestar en las instalaciones del CENTRO DE DESARROLLO EMPRESARIAL DE LA  MARGEN IZQUIERDA, S.A. (BIC BIZKAIA EZKERRALDEA) sitas en 48901 Barakaldo (Bizkaia), Avda. Altos Hornos de Vizcaya, 33.",;Servicios;,Evaluación,"55,500.00",14/10/2022,Consejo Administración,19-11-2022
BMG_2022-06-EQUI,"Suministro, instalación y puesta en funcionamiento de un espectrómetro de 
masas QTOF",;Suministros;,Evaluación,"440,000.00",01/11/2022,Director General,19-11-2022
OBRAS 07/2022,"Obras comprendidas en el proyecto de ejecución del acondicionamiento de graderío y cubierta en el campo de fútbol de La Florida, de Portugalete",;Obras;,Adjudicada,"562,251.31",17/10/2022,Consejo de Administración de la Deportiva Municipal de Portugalete,19-11-2022
P20023506,Servicio de apoyo a la dirección de las obras de instalaciones fotovoltaicas para ETS,;Servicios;,Adjudicada,"70,000.00",14/10/2022,Comisión Delegada en Materia de Contratación de ETS,19-11-2022
SERV 01/2022,"Servicio correspondiente a la dirección de la obra, dirección de ejecución de la obra, supervisión del control de calidad, control de la gestión de residuos de construcción  y demolición y coordinación de la  seguridad y salud de las obras comprendidas en el proyecto de ejecución del acondicionamiento de graderío y cubierta en el campo de fútbol de La Florida, de Portugalete.",;Servicios;,Adjudicada,"30,000.00",03/10/2022,Consejo de Administración de la Deportiva Municipal de Portugalete,19-11-2022
P20023494,Obra de mejora en muro Bernar Etxepare Kalea de Etxebarri,;Obras;,Evaluación,"60,000.00",21/10/2022,Comisión Delegada en Materia de Contratación de ETS,19-11-2022
B071-2022-00018,Servicio programación y dinaminación de actividades socieducativas,;Servicios;,Evaluación,"1,091,039.56",31/10/2022,Junta de Gobierno Local,19-11-2022
2022022,Suministro de licencias para el Basque CyberSecurity Centre,;Suministros;,Resuelta,"74,000.00",10/10/2022,Director General,19-11-2022
C02/020/2022,Contratación de estudios piloto de evaluación de las ayudas a la conciliación de la vida familiar y laboral y el programa de apoyo a la I+D empresarial del Gobierno Vasco,;Servicios;,Evaluación,"83,064.96",17/10/2022,Dirección de Servicios,19-11-2022
PCTB2022010,Servicios de Laboratorio de Control de Calidad para la Ejecución del edificio denominado Mária Telkes en la parcela SZAE-14 A del Plan parcial del Sector tecnológico SUAE-LC-01 en el municipio de Abanto Zierbena,;Servicios;,Evaluación,"108,225.19",14/10/2022,Consejo de administración,19-11-2022
4109/22,Les obres d'ampliació del carrer de la Fàbrica de Lliçà d'Amunt,;Obras;,Resuelta,"70,923.38",17/10/2022,Ajuntament de Lliçà d'Amunt,19-11-2022
A/SUM-019813/2022,"Acuerdo marco de suministros necesarios para la dotación de plazas de educación infantil de 0-3 años en la Comunidad de Madrid dentro del Plan de Recuperación, Transformación y Resiliciencia financiado por el mecanismo para la recuperación y la resiliencia (MRR)",;Suministros;,Evaluación,"2,761,359.21",,"Vicepresidencia, Consejería de Educación y Universidades",19-11-2022
A/OBR-016079/2022,Obras de rehabilitación de la sede de la Dirección de Área Territorial Madrid Capital.,;Obras;,Evaluación,"2,366,152.17",,"Vicepresidencia, Consejería de Educación y Universidades",19-11-2022
967/2022,"El present contracte té per objecte establir els termes de l'execució d'obres per a l'arranjament dels carrers Nou, Sol, Unió i part de la plaça Catalunya, de conformitat amb el Projecte d'obres",;Obras;,Adjudicada,"165,762.00",17/10/2022,Ajuntament de Batea,19-11-2022
2022-OB-RE-18-FASE 2,"Execució de les obres especialitzades de conservació-restauració per a l'adequació per a la visita pública del conjunt del Molí d'en Ribé de Santa Coloma de Gramenet de conformitat amb la memòria valorada-plec de prescripcions tècniques 
El procediment d'adjudicació és el restringit, al tractar-se d'una obra que requereix una solvència especialment qualificada. L'aplicació del procediment restringit es desenvoluparà en dues fases diferenciades:
FASE 1: de recepció i selecció de sol·licituds de participació o candidatures en atenció a llur solvència
FASE 2: de selecció de les proposicions presentades per les empreses invitades a fer-ho",;Obras;,Adjudicada,"135,412.50",26/09/2022,Ajuntament de Santa Coloma de Gramenet,19-11-2022
